,RECEITA,CATEGORIA,DESCRICAO_CATEGORIA,ORIGEM,DESCRICAO_ORIGEM,ESPECIE,DESCRICAO_ESPECIE,EXERCICIO,DT_APROPRIACAO,TP_RECEITA_ORC,EMPRESA,NM_EMPRESA,VL_RECEITA,"DS_FONTE,,,"
9094,1711513100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,15721339.85,"Recursos Ordinários (Livres),,"
9103,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-137924.89,"5% Sobre Transferências Constitucionais FUNDEB,,"
9193,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-05,Orçamentária,12,Fundo Municipal da Saúde,49798050.29,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
9471,1922990102110000000000,1,Receitas Correntes,9,Outras Receitas Correntes,2,"INDENIZAÇÕES,RESTITUIÇÕES E RESSARCIMENTOS",2022,2022-08-15,Orçamentária,12,Fundo Municipal da Saúde,2496831.28,"Recursos Próprios do Fundo Municipal da Saúde,"
9507,1241500100000000000000,1,Receitas Correntes,2,Contribuições,4,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,3517037.09,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016,"
9508,1241500100000000000000,1,Receitas Correntes,2,Contribuições,4,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,8206419.89,"COSIP - Contribuição de Iluminação Pública,Art. 149-A,CF"
9655,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-543.14,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
9656,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-543.41,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
9657,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-904.13,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
9658,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-914.67,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
9659,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-908.73,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
9660,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-908.86,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
9661,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-912.14,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
10356,1113031101030000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,4096295.36,"Recursos Ordinários (Livres),"
10506,1321040101000000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,2251375.33,"Regime Próprio de Previdência Social - RPPS,,"
10507,1321040101000000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,2246760.64,"Regime Próprio de Previdência Social - RPPS,,"
10652,1922990101000000000000,1,Receitas Correntes,9,Outras Receitas Correntes,2,"INDENIZAÇÕES,RESTITUIÇÕES E RESSARCIMENTOS",2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-226.47,"Recursos Ordinários (Livres),"
10870,1721500102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-09,Orçamentária,1,Prefeitura Municipal de Curitiba,-863351.86,"5% Sobre Transferências Constitucionais FUNDEB,,"
10871,1721500102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-28,Orçamentária,1,Prefeitura Municipal de Curitiba,-2711214.36,"5% Sobre Transferências Constitucionais FUNDEB,,"
11003,1721500102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-20,Orçamentária,1,Prefeitura Municipal de Curitiba,-8779181.12,"5% Sobre Transferências Constitucionais FUNDEB,,"
11260,1321010101010100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,12,Fundo Municipal da Saúde,-23.05,"Bloco de Investimentos na Rede de Serviços de Saúde - Portaria nº 204-GM,de 2007,"
11347,1911010102020000000000,1,Receitas Correntes,9,Outras Receitas Correntes,1,"MULTAS ADMINISTRATIVAS,CONTRATUAIS E JUDICIAIS",2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-338677.7,"Gerenciamento do Trânsito,"
11348,1911010102020000000000,1,Receitas Correntes,9,Outras Receitas Correntes,1,"MULTAS ADMINISTRATIVAS,CONTRATUAIS E JUDICIAIS",2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-145147.58,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016"
11408,1911010102020000000000,1,Receitas Correntes,9,Outras Receitas Correntes,1,"MULTAS ADMINISTRATIVAS,CONTRATUAIS E JUDICIAIS",2022,2022-08-09,Orçamentária,1,Prefeitura Municipal de Curitiba,-344874.48,"Gerenciamento do Trânsito,"
11409,1911010102020000000000,1,Receitas Correntes,9,Outras Receitas Correntes,1,"MULTAS ADMINISTRATIVAS,CONTRATUAIS E JUDICIAIS",2022,2022-08-09,Orçamentária,1,Prefeitura Municipal de Curitiba,-147803.34,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016"
11489,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.9,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11490,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.9,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11491,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-688.32,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11492,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-688.58,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11493,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-688.79,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11494,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-689.05,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11495,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-689.26,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11496,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-689.5,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11497,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-689.73,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11498,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-689.97,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11499,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-690.2,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11500,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-690.43,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11501,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-688.11,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11502,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-690.91,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11503,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-691.12,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11504,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-691.37,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11505,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-691.59,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11506,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-691.82,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11507,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-692.06,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11508,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.96,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11509,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-692.31,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11510,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.83,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11511,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1385.29,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11512,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.07,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11513,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.08,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11514,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.1,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11519,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-801.05,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11520,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-801.39,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11521,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-801.68,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11522,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.09,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11523,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.11,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11524,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.35,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11525,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-801.99,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11526,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-802.33,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11527,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-802.62,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11528,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-690.65,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11529,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.08,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11530,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.08,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11531,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-802.93,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11532,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-803.26,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11533,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-803.56,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11534,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.08,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11535,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-2.17,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11536,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-804.51,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11537,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1608.07,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11538,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.08,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11539,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.12,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11540,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-804.81,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11541,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-805.14,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11542,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-1.06,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11619,1321010107010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-262220.52,"Termo de Compromisso nº 0402496-99/2012 / M.Cidades / CAIXA,,"
11961,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.9,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11962,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.9,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11963,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.9,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11964,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.91,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11965,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.91,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11966,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.91,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11967,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.91,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
11968,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-0.91,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
12332,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-24,Orçamentária,12,Fundo Municipal da Saúde,4069578.25,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
